t_seconds,minute,second,approach,movement,vehicles_count
1562,26,02,S,R,0
1562,26,02,W,L,0
1562,26,02,W,T,0
1562,26,02,W,R,0
1563,26,03,N,L,0
1563,26,03,N,T,1
1563,26,03,N,R,0
1563,26,03,E,L,0
1563,26,03,E,T,0
1563,26,03,E,R,0
1563,26,03,S,L,0
1563,26,03,S,T,1
1563,26,03,S,R,0
1563,26,03,W,L,0
1563,26,03,W,T,1
1563,26,03,W,R,0
1564,26,04,N,L,0
1564,26,04,N,T,1
1564,26,04,N,R,0
1564,26,04,E,L,0
1564,26,04,E,T,0
1564,26,04,E,R,0
1564,26,04,S,L,0
1564,26,04,S,T,0
1564,26,04,S,R,0
1564,26,04,W,L,0
1564,26,04,W,T,0
1564,26,04,W,R,0
1565,26,05,N,L,0
1565,26,05,N,T,0
1565,26,05,N,R,0
1565,26,05,E,L,0
1565,26,05,E,T,0
1565,26,05,E,R,0
1565,26,05,S,L,0
1565,26,05,S,T,0
1565,26,05,S,R,0
1565,26,05,W,L,0
1565,26,05,W,T,0
1565,26,05,W,R,0
1566,26,06,N,L,0
1566,26,06,N,T,1
1566,26,06,N,R,0
1566,26,06,E,L,0
1566,26,06,E,T,0
1566,26,06,E,R,0
1566,26,06,S,L,0
1566,26,06,S,T,0
1566,26,06,S,R,0
1566,26,06,W,L,0
1566,26,06,W,T,0
1566,26,06,W,R,0
1567,26,07,N,L,0
1567,26,07,N,T,0
1567,26,07,N,R,0
1567,26,07,E,L,0
1567,26,07,E,T,0
1567,26,07,E,R,0
1567,26,07,S,L,0
1567,26,07,S,T,0
1567,26,07,S,R,0
1567,26,07,W,L,0
1567,26,07,W,T,0
1567,26,07,W,R,0
1568,26,08,N,L,0
1568,26,08,N,T,0
1568,26,08,N,R,0
1568,26,08,E,L,0
1568,26,08,E,T,1
1568,26,08,E,R,0
1568,26,08,S,L,0
1568,26,08,S,T,0
1568,26,08,S,R,0
1568,26,08,W,L,0
1568,26,08,W,T,0
1568,26,08,W,R,0
1569,26,09,N,L,0
1569,26,09,N,T,0
1569,26,09,N,R,0
1569,26,09,E,L,0
1569,26,09,E,T,0
1569,26,09,E,R,0
1569,26,09,S,L,0
1569,26,09,S,T,1
1569,26,09,S,R,0
1569,26,09,W,L,0
1569,26,09,W,T,0
1569,26,09,W,R,0
1570,26,10,N,L,0
1570,26,10,N,T,1
1570,26,10,N,R,0
1570,26,10,E,L,0
1570,26,10,E,T,0
1570,26,10,E,R,0
1570,26,10,S,L,0
1570,26,10,S,T,0
1570,26,10,S,R,0
1570,26,10,W,L,0
1570,26,10,W,T,0
1570,26,10,W,R,0
1571,26,11,N,L,0
1571,26,11,N,T,0
1571,26,11,N,R,0
1571,26,11,E,L,0
1571,26,11,E,T,0
1571,26,11,E,R,0
1571,26,11,S,L,0
1571,26,11,S,T,1
1571,26,11,S,R,0
1571,26,11,W,L,0
1571,26,11,W,T,0
1571,26,11,W,R,0
1572,26,12,N,L,0
1572,26,12,N,T,0
1572,26,12,N,R,0
1572,26,12,E,L,0
1572,26,12,E,T,0
1572,26,12,E,R,0
1572,26,12,S,L,1
1572,26,12,S,T,1
1572,26,12,S,R,0
1572,26,12,W,L,0
1572,26,12,W,T,0
1572,26,12,W,R,0
1573,26,13,N,L,0
1573,26,13,N,T,1
1573,26,13,N,R,0
1573,26,13,E,L,0
1573,26,13,E,T,0
1573,26,13,E,R,0
1573,26,13,S,L,0
1573,26,13,S,T,2
1573,26,13,S,R,0
1573,26,13,W,L,0
1573,26,13,W,T,0
1573,26,13,W,R,0
1574,26,14,N,L,0
1574,26,14,N,T,0
1574,26,14,N,R,0
1574,26,14,E,L,0
1574,26,14,E,T,0
1574,26,14,E,R,0
1574,26,14,S,L,0
1574,26,14,S,T,0
1574,26,14,S,R,0
1574,26,14,W,L,0
1574,26,14,W,T,0
1574,26,14,W,R,0
1575,26,15,N,L,0
1575,26,15,N,T,0
1575,26,15,N,R,0
1575,26,15,E,L,0
1575,26,15,E,T,2
1575,26,15,E,R,0
1575,26,15,S,L,0
1575,26,15,S,T,0
1575,26,15,S,R,0
1575,26,15,W,L,0
1575,26,15,W,T,0
1575,26,15,W,R,0
1576,26,16,N,L,0
1576,26,16,N,T,1
1576,26,16,N,R,0
1576,26,16,E,L,0
1576,26,16,E,T,0
1576,26,16,E,R,0
1576,26,16,S,L,0
1576,26,16,S,T,0
1576,26,16,S,R,0
1576,26,16,W,L,0
1576,26,16,W,T,0
1576,26,16,W,R,0
1577,26,17,N,L,0
1577,26,17,N,T,0
1577,26,17,N,R,1
1577,26,17,E,L,0
1577,26,17,E,T,0
1577,26,17,E,R,0
1577,26,17,S,L,0
1577,26,17,S,T,0
1577,26,17,S,R,0
1577,26,17,W,L,0
1577,26,17,W,T,0
1577,26,17,W,R,0
1578,26,18,N,L,0
1578,26,18,N,T,1
1578,26,18,N,R,0
1578,26,18,E,L,0
1578,26,18,E,T,0
1578,26,18,E,R,0
1578,26,18,S,L,0
1578,26,18,S,T,1
1578,26,18,S,R,0
1578,26,18,W,L,1
1578,26,18,W,T,0
1578,26,18,W,R,0
1579,26,19,N,L,0
1579,26,19,N,T,0
1579,26,19,N,R,0
1579,26,19,E,L,0
1579,26,19,E,T,0
1579,26,19,E,R,0
1579,26,19,S,L,0
1579,26,19,S,T,0
1579,26,19,S,R,0
1579,26,19,W,L,0
1579,26,19,W,T,0
1579,26,19,W,R,0
1580,26,20,N,L,0
1580,26,20,N,T,0
1580,26,20,N,R,0
1580,26,20,E,L,0
1580,26,20,E,T,0
1580,26,20,E,R,1
1580,26,20,S,L,0
1580,26,20,S,T,1
1580,26,20,S,R,0
1580,26,20,W,L,0
1580,26,20,W,T,0
1580,26,20,W,R,0
1581,26,21,N,L,0
1581,26,21,N,T,1
1581,26,21,N,R,0
1581,26,21,E,L,0
1581,26,21,E,T,0
1581,26,21,E,R,0
1581,26,21,S,L,0
1581,26,21,S,T,1
1581,26,21,S,R,0
1581,26,21,W,L,0
1581,26,21,W,T,0
1581,26,21,W,R,0
1582,26,22,N,L,0
1582,26,22,N,T,1
1582,26,22,N,R,0
1582,26,22,E,L,0
1582,26,22,E,T,0
1582,26,22,E,R,0
1582,26,22,S,L,0
1582,26,22,S,T,0
1582,26,22,S,R,0
1582,26,22,W,L,0
1582,26,22,W,T,0
1582,26,22,W,R,0
1583,26,23,N,L,0
1583,26,23,N,T,0
1583,26,23,N,R,0
1583,26,23,E,L,0
1583,26,23,E,T,0
1583,26,23,E,R,0
1583,26,23,S,L,0
1583,26,23,S,T,1
1583,26,23,S,R,0
1583,26,23,W,L,0
1583,26,23,W,T,1
1583,26,23,W,R,0
1584,26,24,N,L,0
1584,26,24,N,T,0
1584,26,24,N,R,0
1584,26,24,E,L,0
1584,26,24,E,T,1
1584,26,24,E,R,0
1584,26,24,S,L,0
1584,26,24,S,T,0
1584,26,24,S,R,0
1584,26,24,W,L,0
1584,26,24,W,T,0
1584,26,24,W,R,0
1585,26,25,N,L,0
1585,26,25,N,T,0
1585,26,25,N,R,0
1585,26,25,E,L,0
1585,26,25,E,T,1
1585,26,25,E,R,0
1585,26,25,S,L,0
1585,26,25,S,T,0
1585,26,25,S,R,0
1585,26,25,W,L,0
1585,26,25,W,T,2
1585,26,25,W,R,0
1586,26,26,N,L,0
1586,26,26,N,T,0
1586,26,26,N,R,0
1586,26,26,E,L,0
1586,26,26,E,T,0
1586,26,26,E,R,0
1586,26,26,S,L,0
1586,26,26,S,T,1
1586,26,26,S,R,0
1586,26,26,W,L,0
1586,26,26,W,T,1
1586,26,26,W,R,0
1587,26,27,N,L,0
1587,26,27,N,T,0
1587,26,27,N,R,0
1587,26,27,E,L,0
1587,26,27,E,T,0
1587,26,27,E,R,0
1587,26,27,S,L,0
1587,26,27,S,T,2
1587,26,27,S,R,0
1587,26,27,W,L,0
1587,26,27,W,T,0
1587,26,27,W,R,0
1588,26,28,N,L,0
1588,26,28,N,T,0
1588,26,28,N,R,0
1588,26,28,E,L,0
1588,26,28,E,T,1
1588,26,28,E,R,1
1588,26,28,S,L,0
1588,26,28,S,T,0
1588,26,28,S,R,0
1588,26,28,W,L,0
1588,26,28,W,T,0
1588,26,28,W,R,0
1589,26,29,N,L,0
1589,26,29,N,T,0
1589,26,29,N,R,0
1589,26,29,E,L,0
1589,26,29,E,T,0
1589,26,29,E,R,0
1589,26,29,S,L,0
1589,26,29,S,T,0
1589,26,29,S,R,0
1589,26,29,W,L,0
1589,26,29,W,T,0
1589,26,29,W,R,0
1590,26,30,N,L,0
1590,26,30,N,T,0
1590,26,30,N,R,0
1590,26,30,E,L,0
1590,26,30,E,T,0
1590,26,30,E,R,0
1590,26,30,S,L,0
1590,26,30,S,T,0
1590,26,30,S,R,0
1590,26,30,W,L,0
1590,26,30,W,T,0
1590,26,30,W,R,0
1591,26,31,N,L,0
1591,26,31,N,T,0
1591,26,31,N,R,0
1591,26,31,E,L,0
1591,26,31,E,T,0
1591,26,31,E,R,0
1591,26,31,S,L,1
1591,26,31,S,T,0
1591,26,31,S,R,0
1591,26,31,W,L,0
1591,26,31,W,T,0
1591,26,31,W,R,0
1592,26,32,N,L,0
1592,26,32,N,T,0
1592,26,32,N,R,0
1592,26,32,E,L,0
1592,26,32,E,T,1
1592,26,32,E,R,0
1592,26,32,S,L,0
1592,26,32,S,T,0
1592,26,32,S,R,0
1592,26,32,W,L,0
1592,26,32,W,T,0
1592,26,32,W,R,0
1593,26,33,N,L,0
1593,26,33,N,T,2
1593,26,33,N,R,0
1593,26,33,E,L,0
1593,26,33,E,T,0
1593,26,33,E,R,0
1593,26,33,S,L,0
1593,26,33,S,T,0
1593,26,33,S,R,1
1593,26,33,W,L,1
1593,26,33,W,T,0
1593,26,33,W,R,0
1594,26,34,N,L,0
1594,26,34,N,T,0
1594,26,34,N,R,0
1594,26,34,E,L,0
1594,26,34,E,T,0
1594,26,34,E,R,0
1594,26,34,S,L,0
1594,26,34,S,T,1
1594,26,34,S,R,0
1594,26,34,W,L,0
1594,26,34,W,T,0
1594,26,34,W,R,0
1595,26,35,N,L,0
1595,26,35,N,T,0
1595,26,35,N,R,0
1595,26,35,E,L,0
1595,26,35,E,T,0
1595,26,35,E,R,0
1595,26,35,S,L,0
1595,26,35,S,T,1
1595,26,35,S,R,0
1595,26,35,W,L,0
1595,26,35,W,T,0
1595,26,35,W,R,0
1596,26,36,N,L,0
1596,26,36,N,T,0
1596,26,36,N,R,0
1596,26,36,E,L,1
1596,26,36,E,T,1
1596,26,36,E,R,0
1596,26,36,S,L,0
1596,26,36,S,T,1
1596,26,36,S,R,0
1596,26,36,W,L,0
1596,26,36,W,T,0
1596,26,36,W,R,0
1597,26,37,N,L,0
1597,26,37,N,T,0
1597,26,37,N,R,0
1597,26,37,E,L,0
1597,26,37,E,T,1
1597,26,37,E,R,0
1597,26,37,S,L,0
1597,26,37,S,T,0
1597,26,37,S,R,0
1597,26,37,W,L,0
1597,26,37,W,T,0
1597,26,37,W,R,0
1598,26,38,N,L,0
1598,26,38,N,T,0
1598,26,38,N,R,0
1598,26,38,E,L,0
1598,26,38,E,T,0
1598,26,38,E,R,0
1598,26,38,S,L,0
1598,26,38,S,T,0
1598,26,38,S,R,0
1598,26,38,W,L,0
1598,26,38,W,T,0
1598,26,38,W,R,0
1599,26,39,N,L,0
1599,26,39,N,T,0
1599,26,39,N,R,0
1599,26,39,E,L,0
1599,26,39,E,T,2
1599,26,39,E,R,0
1599,26,39,S,L,0
1599,26,39,S,T,0
1599,26,39,S,R,1
1599,26,39,W,L,0
1599,26,39,W,T,0
1599,26,39,W,R,0
1600,26,40,N,L,0
1600,26,40,N,T,1
1600,26,40,N,R,0
1600,26,40,E,L,0
1600,26,40,E,T,0
1600,26,40,E,R,0
1600,26,40,S,L,0
1600,26,40,S,T,1
1600,26,40,S,R,0
1600,26,40,W,L,0
1600,26,40,W,T,0
1600,26,40,W,R,0
1601,26,41,N,L,0
1601,26,41,N,T,0
1601,26,41,N,R,0
1601,26,41,E,L,0
1601,26,41,E,T,0
1601,26,41,E,R,0
1601,26,41,S,L,0
1601,26,41,S,T,0
1601,26,41,S,R,0
1601,26,41,W,L,0
1601,26,41,W,T,0
1601,26,41,W,R,0
1602,26,42,N,L,0
1602,26,42,N,T,0
1602,26,42,N,R,0
1602,26,42,E,L,0
1602,26,42,E,T,1
1602,26,42,E,R,0
1602,26,42,S,L,0
1602,26,42,S,T,0
1602,26,42,S,R,0
1602,26,42,W,L,0
1602,26,42,W,T,0
1602,26,42,W,R,0
1603,26,43,N,L,0
1603,26,43,N,T,0
1603,26,43,N,R,0
1603,26,43,E,L,0
1603,26,43,E,T,0
1603,26,43,E,R,0
1603,26,43,S,L,0
1603,26,43,S,T,0
1603,26,43,S,R,0
1603,26,43,W,L,0
1603,26,43,W,T,0
1603,26,43,W,R,0
1604,26,44,N,L,0
1604,26,44,N,T,1
1604,26,44,N,R,0
1604,26,44,E,L,0
1604,26,44,E,T,0
1604,26,44,E,R,0
1604,26,44,S,L,0
1604,26,44,S,T,0
1604,26,44,S,R,0
1604,26,44,W,L,0
1604,26,44,W,T,1
1604,26,44,W,R,0
1605,26,45,N,L,0
1605,26,45,N,T,0
1605,26,45,N,R,0
1605,26,45,E,L,0
1605,26,45,E,T,0
1605,26,45,E,R,0
1605,26,45,S,L,0
1605,26,45,S,T,1
1605,26,45,S,R,0
1605,26,45,W,L,0
1605,26,45,W,T,1
1605,26,45,W,R,0
1606,26,46,N,L,0
1606,26,46,N,T,1
1606,26,46,N,R,0
1606,26,46,E,L,0
1606,26,46,E,T,0
1606,26,46,E,R,0
1606,26,46,S,L,0
1606,26,46,S,T,0
1606,26,46,S,R,0
1606,26,46,W,L,0
1606,26,46,W,T,0
1606,26,46,W,R,0
1607,26,47,N,L,0
1607,26,47,N,T,0
1607,26,47,N,R,0
1607,26,47,E,L,0
1607,26,47,E,T,1
1607,26,47,E,R,0
1607,26,47,S,L,0
1607,26,47,S,T,1
1607,26,47,S,R,0
1607,26,47,W,L,0
1607,26,47,W,T,0
1607,26,47,W,R,0
1608,26,48,N,L,0
1608,26,48,N,T,0
1608,26,48,N,R,0
1608,26,48,E,L,0
1608,26,48,E,T,0
1608,26,48,E,R,0
1608,26,48,S,L,0
1608,26,48,S,T,0
1608,26,48,S,R,0
1608,26,48,W,L,0
1608,26,48,W,T,0
1608,26,48,W,R,0
1609,26,49,N,L,0
1609,26,49,N,T,0
1609,26,49,N,R,0
1609,26,49,E,L,0
1609,26,49,E,T,0
1609,26,49,E,R,0
1609,26,49,S,L,0
1609,26,49,S,T,0
1609,26,49,S,R,1
1609,26,49,W,L,0
1609,26,49,W,T,0
1609,26,49,W,R,0
1610,26,50,N,L,1
1610,26,50,N,T,0
1610,26,50,N,R,0
1610,26,50,E,L,0
1610,26,50,E,T,0
1610,26,50,E,R,0
1610,26,50,S,L,1
1610,26,50,S,T,0
1610,26,50,S,R,1
1610,26,50,W,L,0
1610,26,50,W,T,0
1610,26,50,W,R,0
1611,26,51,N,L,0
1611,26,51,N,T,1
1611,26,51,N,R,0
1611,26,51,E,L,0
1611,26,51,E,T,0
1611,26,51,E,R,0
1611,26,51,S,L,0
1611,26,51,S,T,0
1611,26,51,S,R,1
1611,26,51,W,L,0
1611,26,51,W,T,0
1611,26,51,W,R,0
1612,26,52,N,L,0
1612,26,52,N,T,0
1612,26,52,N,R,0
1612,26,52,E,L,0
1612,26,52,E,T,0
1612,26,52,E,R,0
1612,26,52,S,L,0
1612,26,52,S,T,0
1612,26,52,S,R,0
1612,26,52,W,L,0
1612,26,52,W,T,0
1612,26,52,W,R,0
1613,26,53,N,L,0
1613,26,53,N,T,0
1613,26,53,N,R,0
1613,26,53,E,L,0
1613,26,53,E,T,0
1613,26,53,E,R,0
1613,26,53,S,L,0
1613,26,53,S,T,1
1613,26,53,S,R,0
1613,26,53,W,L,0
1613,26,53,W,T,0
1613,26,53,W,R,0
1614,26,54,N,L,0
1614,26,54,N,T,1
1614,26,54,N,R,0
1614,26,54,E,L,0
1614,26,54,E,T,1
1614,26,54,E,R,0
1614,26,54,S,L,0
1614,26,54,S,T,0
1614,26,54,S,R,0
1614,26,54,W,L,0
1614,26,54,W,T,0
1614,26,54,W,R,0
1615,26,55,N,L,0
1615,26,55,N,T,1
1615,26,55,N,R,1
1615,26,55,E,L,0
1615,26,55,E,T,0
1615,26,55,E,R,0
1615,26,55,S,L,0
1615,26,55,S,T,0
1615,26,55,S,R,0
1615,26,55,W,L,0
1615,26,55,W,T,0
1615,26,55,W,R,0
1616,26,56,N,L,0
1616,26,56,N,T,0
1616,26,56,N,R,0
1616,26,56,E,L,0
1616,26,56,E,T,0
1616,26,56,E,R,0
1616,26,56,S,L,0
1616,26,56,S,T,0
1616,26,56,S,R,0
1616,26,56,W,L,0
1616,26,56,W,T,0
1616,26,56,W,R,0
1617,26,57,N,L,0
1617,26,57,N,T,1
1617,26,57,N,R,0
1617,26,57,E,L,0
1617,26,57,E,T,0
1617,26,57,E,R,0
1617,26,57,S,L,0
1617,26,57,S,T,0
1617,26,57,S,R,0
1617,26,57,W,L,0
1617,26,57,W,T,0
1617,26,57,W,R,0
1618,26,58,N,L,0
1618,26,58,N,T,0
1618,26,58,N,R,0
1618,26,58,E,L,0
1618,26,58,E,T,0
1618,26,58,E,R,0
1618,26,58,S,L,0
1618,26,58,S,T,1
1618,26,58,S,R,0
1618,26,58,W,L,1
1618,26,58,W,T,0
1618,26,58,W,R,0
1619,26,59,N,L,0
1619,26,59,N,T,0
1619,26,59,N,R,0
1619,26,59,E,L,0
1619,26,59,E,T,0
1619,26,59,E,R,0
1619,26,59,S,L,0
1619,26,59,S,T,0
1619,26,59,S,R,0
1619,26,59,W,L,0
1619,26,59,W,T,0
1619,26,59,W,R,0
1620,27,00,N,L,0
1620,27,00,N,T,0
1620,27,00,N,R,0
1620,27,00,E,L,0
1620,27,00,E,T,0
1620,27,00,E,R,0
1620,27,00,S,L,0
1620,27,00,S,T,0
1620,27,00,S,R,0
1620,27,00,W,L,0
1620,27,00,W,T,0
1620,27,00,W,R,0
1621,27,01,N,L,0
1621,27,01,N,T,0
1621,27,01,N,R,0
1621,27,01,E,L,0
1621,27,01,E,T,0
1621,27,01,E,R,0
1621,27,01,S,L,0
1621,27,01,S,T,0
1621,27,01,S,R,0
1621,27,01,W,L,0
1621,27,01,W,T,0
1621,27,01,W,R,0
1622,27,02,N,L,0
1622,27,02,N,T,0
1622,27,02,N,R,0
1622,27,02,E,L,0
1622,27,02,E,T,0
1622,27,02,E,R,0
1622,27,02,S,L,1
1622,27,02,S,T,0
1622,27,02,S,R,0
1622,27,02,W,L,0
1622,27,02,W,T,0
1622,27,02,W,R,0
1623,27,03,N,L,0
1623,27,03,N,T,0
1623,27,03,N,R,0
1623,27,03,E,L,0
1623,27,03,E,T,0
1623,27,03,E,R,0
1623,27,03,S,L,0
1623,27,03,S,T,0
1623,27,03,S,R,0
1623,27,03,W,L,0
1623,27,03,W,T,0
1623,27,03,W,R,0
1624,27,04,N,L,0
1624,27,04,N,T,0
1624,27,04,N,R,1
1624,27,04,E,L,0
1624,27,04,E,T,0
1624,27,04,E,R,0
1624,27,04,S,L,0
1624,27,04,S,T,0
1624,27,04,S,R,0
1624,27,04,W,L,0
1624,27,04,W,T,0
1624,27,04,W,R,0
1625,27,05,N,L,0
1625,27,05,N,T,1
1625,27,05,N,R,0
1625,27,05,E,L,0
1625,27,05,E,T,1
1625,27,05,E,R,0
1625,27,05,S,L,0
1625,27,05,S,T,0
1625,27,05,S,R,0
1625,27,05,W,L,0
1625,27,05,W,T,0
1625,27,05,W,R,0
1626,27,06,N,L,0
1626,27,06,N,T,0
1626,27,06,N,R,0
1626,27,06,E,L,0
1626,27,06,E,T,0
1626,27,06,E,R,0
1626,27,06,S,L,0
1626,27,06,S,T,1
1626,27,06,S,R,1
1626,27,06,W,L,0
1626,27,06,W,T,0
1626,27,06,W,R,0
1627,27,07,N,L,0
1627,27,07,N,T,0
1627,27,07,N,R,0
1627,27,07,E,L,0
1627,27,07,E,T,0
1627,27,07,E,R,1
1627,27,07,S,L,0
1627,27,07,S,T,0
1627,27,07,S,R,1
1627,27,07,W,L,0
1627,27,07,W,T,0
1627,27,07,W,R,0
1628,27,08,N,L,0
1628,27,08,N,T,0
1628,27,08,N,R,0
1628,27,08,E,L,0
1628,27,08,E,T,0
1628,27,08,E,R,0
1628,27,08,S,L,0
1628,27,08,S,T,0
1628,27,08,S,R,0
1628,27,08,W,L,0
1628,27,08,W,T,0
1628,27,08,W,R,0
1629,27,09,N,L,0
1629,27,09,N,T,1
1629,27,09,N,R,0
1629,27,09,E,L,0
1629,27,09,E,T,1
1629,27,09,E,R,0
1629,27,09,S,L,0
1629,27,09,S,T,1
1629,27,09,S,R,0
1629,27,09,W,L,0
1629,27,09,W,T,0
1629,27,09,W,R,0
1630,27,10,N,L,0
1630,27,10,N,T,0
1630,27,10,N,R,0
1630,27,10,E,L,0
1630,27,10,E,T,0
1630,27,10,E,R,0
1630,27,10,S,L,0
1630,27,10,S,T,1
1630,27,10,S,R,1
1630,27,10,W,L,0
1630,27,10,W,T,0
1630,27,10,W,R,0
1631,27,11,N,L,0
1631,27,11,N,T,0
1631,27,11,N,R,1
1631,27,11,E,L,0
1631,27,11,E,T,0
1631,27,11,E,R,0
1631,27,11,S,L,0
1631,27,11,S,T,2
1631,27,11,S,R,0
1631,27,11,W,L,0
1631,27,11,W,T,0
1631,27,11,W,R,0
1632,27,12,N,L,0
1632,27,12,N,T,0
1632,27,12,N,R,0
1632,27,12,E,L,0
1632,27,12,E,T,0
1632,27,12,E,R,0
1632,27,12,S,L,0
1632,27,12,S,T,0
1632,27,12,S,R,0
1632,27,12,W,L,0
1632,27,12,W,T,0
1632,27,12,W,R,1
1633,27,13,N,L,0
1633,27,13,N,T,0
1633,27,13,N,R,0
1633,27,13,E,L,0
1633,27,13,E,T,0
1633,27,13,E,R,0
1633,27,13,S,L,0
1633,27,13,S,T,0
1633,27,13,S,R,0
1633,27,13,W,L,0
1633,27,13,W,T,1
1633,27,13,W,R,0
1634,27,14,N,L,0
1634,27,14,N,T,0
1634,27,14,N,R,0
1634,27,14,E,L,1
1634,27,14,E,T,0
1634,27,14,E,R,0
1634,27,14,S,L,0
1634,27,14,S,T,0
1634,27,14,S,R,0
1634,27,14,W,L,1
1634,27,14,W,T,1
1634,27,14,W,R,0
1635,27,15,N,L,0
1635,27,15,N,T,1
1635,27,15,N,R,0
1635,27,15,E,L,0
1635,27,15,E,T,0
1635,27,15,E,R,0
1635,27,15,S,L,0
1635,27,15,S,T,1
1635,27,15,S,R,1
1635,27,15,W,L,0
1635,27,15,W,T,0
1635,27,15,W,R,0
1636,27,16,N,L,0
1636,27,16,N,T,1
1636,27,16,N,R,0
1636,27,16,E,L,0
1636,27,16,E,T,0
1636,27,16,E,R,0
1636,27,16,S,L,0
1636,27,16,S,T,1
1636,27,16,S,R,0
1636,27,16,W,L,0
1636,27,16,W,T,0
1636,27,16,W,R,0
1637,27,17,N,L,0
1637,27,17,N,T,0
1637,27,17,N,R,0
1637,27,17,E,L,0
1637,27,17,E,T,0
1637,27,17,E,R,0
1637,27,17,S,L,0
1637,27,17,S,T,0
1637,27,17,S,R,0
1637,27,17,W,L,0
1637,27,17,W,T,0
1637,27,17,W,R,0
1638,27,18,N,L,0
1638,27,18,N,T,0
1638,27,18,N,R,1
1638,27,18,E,L,0
1638,27,18,E,T,0
1638,27,18,E,R,0
1638,27,18,S,L,0
1638,27,18,S,T,0
1638,27,18,S,R,0
1638,27,18,W,L,0
1638,27,18,W,T,2
1638,27,18,W,R,0
1639,27,19,N,L,0
1639,27,19,N,T,0
1639,27,19,N,R,0
1639,27,19,E,L,0
1639,27,19,E,T,0
1639,27,19,E,R,0
1639,27,19,S,L,0
1639,27,19,S,T,0
1639,27,19,S,R,0
1639,27,19,W,L,0
1639,27,19,W,T,0
1639,27,19,W,R,0
1640,27,20,N,L,0
1640,27,20,N,T,1
1640,27,20,N,R,0
1640,27,20,E,L,0
1640,27,20,E,T,0
1640,27,20,E,R,0
1640,27,20,S,L,0
1640,27,20,S,T,0
1640,27,20,S,R,0
1640,27,20,W,L,0
1640,27,20,W,T,0
1640,27,20,W,R,0
1641,27,21,N,L,0
1641,27,21,N,T,1
1641,27,21,N,R,0
1641,27,21,E,L,0
1641,27,21,E,T,0
1641,27,21,E,R,0
1641,27,21,S,L,0
1641,27,21,S,T,0
1641,27,21,S,R,0
1641,27,21,W,L,0
1641,27,21,W,T,0
1641,27,21,W,R,0
1642,27,22,N,L,1
1642,27,22,N,T,0
1642,27,22,N,R,0
1642,27,22,E,L,0
1642,27,22,E,T,0
1642,27,22,E,R,0
1642,27,22,S,L,0
1642,27,22,S,T,0
1642,27,22,S,R,0
1642,27,22,W,L,0
1642,27,22,W,T,0
1642,27,22,W,R,0
1643,27,23,N,L,0
1643,27,23,N,T,0
1643,27,23,N,R,0
1643,27,23,E,L,0
1643,27,23,E,T,0
1643,27,23,E,R,0
1643,27,23,S,L,0
1643,27,23,S,T,0
1643,27,23,S,R,0
1643,27,23,W,L,0
1643,27,23,W,T,1
1643,27,23,W,R,0
1644,27,24,N,L,0
1644,27,24,N,T,0
1644,27,24,N,R,0
1644,27,24,E,L,0
1644,27,24,E,T,1
1644,27,24,E,R,1
1644,27,24,S,L,0
1644,27,24,S,T,0
1644,27,24,S,R,0
1644,27,24,W,L,0
1644,27,24,W,T,0
1644,27,24,W,R,0
1645,27,25,N,L,0
1645,27,25,N,T,1
1645,27,25,N,R,0
1645,27,25,E,L,0
1645,27,25,E,T,1
1645,27,25,E,R,0
1645,27,25,S,L,0
1645,27,25,S,T,0
1645,27,25,S,R,0
1645,27,25,W,L,0
1645,27,25,W,T,1
1645,27,25,W,R,0
1646,27,26,N,L,0
1646,27,26,N,T,0
1646,27,26,N,R,0
1646,27,26,E,L,0
1646,27,26,E,T,0
1646,27,26,E,R,0
1646,27,26,S,L,0
1646,27,26,S,T,0
1646,27,26,S,R,0
1646,27,26,W,L,0
1646,27,26,W,T,0
1646,27,26,W,R,0
1647,27,27,N,L,0
1647,27,27,N,T,1
1647,27,27,N,R,1
1647,27,27,E,L,0
1647,27,27,E,T,0
1647,27,27,E,R,0
1647,27,27,S,L,1
1647,27,27,S,T,0
1647,27,27,S,R,0
1647,27,27,W,L,0
1647,27,27,W,T,0
1647,27,27,W,R,0
1648,27,28,N,L,0
1648,27,28,N,T,0
1648,27,28,N,R,0
1648,27,28,E,L,0
1648,27,28,E,T,0
1648,27,28,E,R,0
1648,27,28,S,L,2
1648,27,28,S,T,1
1648,27,28,S,R,0
1648,27,28,W,L,0
1648,27,28,W,T,1
1648,27,28,W,R,0
1649,27,29,N,L,0
1649,27,29,N,T,1
1649,27,29,N,R,0
1649,27,29,E,L,0
1649,27,29,E,T,0
1649,27,29,E,R,0
1649,27,29,S,L,0
1649,27,29,S,T,0
1649,27,29,S,R,0
1649,27,29,W,L,0
1649,27,29,W,T,1
1649,27,29,W,R,0
1650,27,30,N,L,1
1650,27,30,N,T,0
1650,27,30,N,R,0
1650,27,30,E,L,0
1650,27,30,E,T,0
1650,27,30,E,R,0
1650,27,30,S,L,1
1650,27,30,S,T,0
1650,27,30,S,R,0
1650,27,30,W,L,0
1650,27,30,W,T,1
1650,27,30,W,R,0
1651,27,31,N,L,0
1651,27,31,N,T,0
1651,27,31,N,R,0
1651,27,31,E,L,0
1651,27,31,E,T,0
1651,27,31,E,R,0
1651,27,31,S,L,0
1651,27,31,S,T,0
1651,27,31,S,R,0
1651,27,31,W,L,0
1651,27,31,W,T,0
1651,27,31,W,R,0
1652,27,32,N,L,0
1652,27,32,N,T,1
1652,27,32,N,R,0
